 MRs2, T:The Ghost Ship, Richard Dix, \Psy," R:skipper, turns weird", T:The Ghost Ship, D:Robson, P:Val~Lewton, St:RKO, bnw, Susp, aw," ship, ocean", C(Nicholas Musuraca) 
 AEG41, T:Dangerous, Dick Foran, \Und, RU:, T:Dangerous, D:A.E.Green, PN:Harry Joe Brown, St:Warners, bnw, Dram, H*, lc, 
 KHu19, T:Cromwell, Patrick Wymakr, \Und, RU:, T:Cromwell, D:K.Hughes, PN:Andrew Donally, S:Columbia, \Tcol, Hist, H*, England , M(Frank Cordell; AAN) C(Geoffrey Unsworth)
 HK77, T:Wilson, Vincent Price, \Und," RZ:adivisor ""William mcAdoo""", T:Wilson, D:H.King, PN:Darryl Zanuck, St:Fox, col, BioP, AAN," Princeton, NJ; Washington, DC"
 KLo15, T:Poor Cow, Terence Stamp, \Und," R:thief, boyfriend", T:Poor Cow, D:Loach, PN:, SU:, prc, Dram, ," London, England", B(Nell Dunn) Nt(first feature film) 
 RTa15, T:The Ghost and the Darkness, Val Kilmer, \Und, R:lion hunter, T:The Ghost and the Darkness, D:Talalay , PU:, SU:, prc, Advt, , Africa; T(1850), Er(D)
 StD72, T:Movie Movie, George Burns, \Voi, R:narrator, T:Movie Movie, D:Donen," P:, Donen", SU:," bnw,col", Comd, aw, lc, 
 MBd10, T:One Eyed Jacks, Elisha Cook~jr., \Und, RU:, Tm:One Eyed Jacks, D:Brando, PN:Frank P. Rosenberg, St:Paramount, \Tcol, West, H, , C(Ch.Lang~jr.; AAN) 
 VF31, T:Around the World in Eighty Minutes, Douglas Fairbanks, \Und, R:traveller, T:Around the World in Eighty Minutes, D:V.Fleming, PN:, St:MGM, bnw, Advt, , world, CoD(Douglas Fairbanks) 
 GP7," TZ:Die B\""uchse der Pandora", Alid Robida, \Und," R:acrobat, lover"," T:Die B\""uchse der Pandora", D:G.W.Pabst, PN:, St:Nero Film, bws, , H*," Berlin, Germany; Marseille, France; London,England", Nt(Jack the Ripper) B(Wedekind) Alt(T:Pandora's Box; USA)
 LVa12, T:Zoot Suit, Danny Valdez, \Und, RU:, T:Zoot Suit, D:Valdez, PU:, SU:, col, Dram, aw, L.A.; CA; T(1942), Er(19xx)
 JDe10, T:Melvin and Howard, Michael J. Pollard, \Und, RU:, T:Melvin and Howard, D:J.Demme, PN:Terry Nelson, St:Universal, \Tcol, Dram, H*," roads, NV", R(R) W(B.Goldman) 
 RCn10, TZ:Scandalous, Pamela Stephenson, \Und, RU:, Tm:Scandalous, D:R.Cohen, PN:, SU:, prc, Ctxx, aw, lc, R(PG) 
 JMB7, T:The Wrong Man, Ernesto LaGuardia, \Und," R:elegant pursuer ""Ortega""", T:The Wrong Man, D:McBride, PN:, St:Showtime, col," Noir,Romt", aw," roads,Mexico"," W(Roy Carlson, Michael Thomas) "
 JIv8, T:Bombay Talkie, s a, \Und, R:guru, T:Bombay Talkie, D:Ivory, P:Ismael Merchant, SL:India, , Musc, , ," W(Jhabvala, Ivory) "
 MtR1, T:Straight out of Brooklyn, Ann D. Sanders, \Und, R:beaten mother, T:Straight out of Brooklyn, D:M.Rich, PN:, SU:, prc, Dram, aw," slum, Brooklyn, NY", 
 AKj14, T:The Cadaver, Joby Baker, \Und," R:joking roommate, killed", T:The Cadaver, D:Kjellin, P:Hitchcock," St:Shamley, CBS"," bnw,TV", Susp, , , TV(29Nov1963) Le(1h) 
 WKH50, T:Fire over England, Raymond Massey, \Und," R:Spanish dictator ""Philip II""", T:Fire over England, D:W.K.Howard, PN:," St:Pendennis, London", bnw, Dram, [47], England; T(1587), 
 Whu1, T:Dr. Who: An Unearthly Child, William Russell, \Und, RU:
 ToT10," T:Godzilla, King of the Monsters", Takashi Shimura, \Und, RU:," T:Godzilla, King of the Monsters", D:Tanaka," P:Honda, Terry Morse", St:Embassy, bnw, ScFi, aw," Tokyo, Japan", V(Giji Tsuburaya) M(Akira Ifukube) 
 GrB4, TZ:The Final Conflict, Rossano Brazzi, \Und, RU:, Tm:The Final Conflict, D:G.Baker, PN:Harvey Bernard, St:Fox, \DeLuxe, Horr, H," embassy, London., England", R(R) 
 ChF7, T:Scott of The Antarctic, James Robertson Justice, \Und, R:explorer, T:Scott of The Antarctic, D:Frend, PN:Sidney Cole, St:Ealing, \Tcol, ," H**, RFP", , W(Frend) 
 LMC19, T:The Bells of St.~Mary's, Eva Novak, \Und, RU:, T:The Bells of St.~Mary's, D:McCarey, P:McCarey," St:RKO,Universal", cld, Musc," AAN, AAN dir, H**", ," W(D.Nichols) M(Robert Emmett Dolan;AAN) Song(Jimmy vanHeusen, Johnny Burke; AAN) "
 RZL22, T:The Firefly, Douglas Dumbrille, \Und, RU:, T:The Firefly, D:Leonard, PN:Hunt Sromberg, St:MGM, bnw, Dram, H*, France; T(1790), 
 TDv10," T:Distant Voices, Still Lives", Dean Williams, \Und, RU:," T:Distant Voices, Still Lives", D:T.Davies, PN:, SU:, prc, Ctxx, aw, lc, B(T.Davies: Autoboigraphy) 
 RW1, T:Das Kabinett des Dr.~Caligari, Hans vonTwadowski, \Und, RU:, T:Das Kabinett des Dr.~Caligari, D:Wiene, PN:Erich Pommer, St:Decla-Bioscoop, bws, Horr, H***," asylum, Germany"," Cost(18K) W(Carl Meyer, Hans Janowitz) C(Willy Hameister) V(Hermann Warm, Walter Reiman, Walter R\""ohrig: cubist) Alt(T:The Cabinet of Dr.~Caligari; USA)S"
 SGy12, T:A Dangerous Woman, David Strathairn, \Vil," R:petty crook, frames Martha ""Getso""", T:A Dangerous Woman, D:Gyllenhaal, PN:, SU:, col, Dram, aw," csd, AZ", W(Naomi Foner) 
 RSt442, T:The Ordeal of Mrs.~Snow, Jessica Walter, \Sav," R:wife, saves aunt", T:The Ordeal of Mrs.~Snow, D:R.Stevens, P:Hitchcock," St:Shamley, CBS"," bnw,TV", Susp, , , TV(17Apr1964) Le(1h) B(Patrick Quentin) 
 JLa10, T:Live Nude Girls, s a, \Und," R:Marcie's blackmailer ""Eddie""", T:Live Nude Girls, D:Lavin, PU:, S:Steve White, prc," Romt, Comd", ," slumber party. home, L.A.., CA", W(Lavin) M(Anton Sanko)
 PAal, T:A Force of One, Bill Wallace, \Und, RU:, Tm:A Force of One, D:Aaron, PN:, SU:, prc, Ctxx, aw, lc, R(PG) 
 CBl35, T:Sam Fuller, Sam Fuller, \Und," R:director ""Sam Fuller""", T:Sam Fuller, D:Blackwood, P:Blackwood, SU:, prc, Docu, aw, lc, Le(18min) 
 JqD15, TZ:A Slightly Pregnant Man, Marcello Mastroianni, \Und, RU:, Tm:A Slightly Pregnant Man, D:J.Demy, PN:, SU:, prc, Ctxx, aw, lc, R(PG) 
 FLg10, T:Fear No Evil, s a, \Und," R:tormenting student, gets instant breasts", T:Fear No Evil, D:Laloggia," PN:Laloggia, Charles M. Laloggia"," St:Avco Embassy, Columbia, Tristar", prc, Horr, -H, parochial school, W(Laloggia) M(Johnny Rotten) R(R) 
 CC70, T:The Kid, Edna Purviance, \Und, R:mother, T:The Kid, D:Chaplin, P:Chaplin, St:First National, bws, Dram, H***, slums, W(Chaplin) C(Rollie Totheroh) Le(52min) 
 FT20, T:L'homme qui aimait les femmes, Roger Leenhardt, \Und, R:publisher, T:l'homme qui aimait les femmes, D:Truffaut, PN:Marcel Bebert, St:Carosse, \Ecol, Dram, Z*, C(Nestor Almendros) M(Maurice Jaubert) Alt(T:The Man Who Loved Women; USA)
 Z0310, T:Romero, Raul Julia, \Her," R:bishop, murderered ""Oscar Romero""", T:Romero, D:Unknow3, PN:Ellwood Bud Kieser, S:Paulist, col, BioP, aw, San Salvador, 
 HHa43, T:Niagra, Casey Adams, \Und, RU:, T:Niagra, D:Hathaway, P:Brackett, St:Fox, \Tcol, Susp 
 NeJ20, T:The Miracle, Donal McCann, \Und," R:musician father, drunk", T:The Miracle, D:N.Jordan, PN:, SU:, prc, Dram, aw," Bray, Ireland; Dublin, Ireland", M(: Stardust) C(Philippe Rousselot) 
 RMu6, T:To Kill a Mockingbird, s a, \Und, R:rape victim, T:To Kill a Mockingbird, D:Mulligan, PN:, SU:, prc, Dram, aw," town, AL", B(Harper Lee) 
 GH8, T:The Devil's Disciple, Basil Sidney, \Und, RU:, T:The Devil's Disciple, D:G.Hamilton, PN:Harold Hecht, St:U.A., bnw, Comd, H*, ; T(1777), B(George Bernard Shaw) 
 HHa21, T:Johnny Apollo, Jonathan Hale, \Und, RU:, T:Johnny Apollo, D:Hathaway, PN:Harry Joe Brown, St:Fox, bnw, ram, H, lc, 
 JoL2, T:Picnic, Reta Shaw, \Und, RU:, T:Picnic, D:J.Logan, PN:Fred Kohlmar, St{Columbia," \CS,\Tcol", Dram," H***, AAN AAN dir"," town, KA", M(George Dunning; AAN) W(William Inge) Er(T:1954)
 WCr6, T:Stranger in Our House, Linda Blair, \Und, RU:, T:Stranger in Our House, D:W.Craven, P:, St:NBC, TV, Horr, , lc, Er(19xx) 
 NF9, T:Charlie Chan in Rio, Sidney Toler, \Agn, R:detective, T:Charlie Chan in Reno, D:N.Foster, PN:, St:Fox, bnw," Myst, Comd", , , Ser(Charlie Chan; 21) 
 CEd20, T:As You like It, Andrew Tiernan, \Und," R:romantic ""Orlando""", T:As You like It, D:Edzard, PN:Edzard, St:Sands, col, Dram, , England, B(Shakespeare) 
 TGi4, T:Time Bandits, David Rappaport, \Und, RU:, T:Time Bandits, D:Gilliam, P:Gilliam, St:HandMade Films, \Tcol, Fant, H*, ," W(Michael Palin, Gilliam) R(PG) "
 GM226, TZ:The Perils of Pauline, William Demarest, \Und, RU:, Tm:The Perils of Pauline, D:Geo.Marshall, PN:, SU:, prc, Dram, aw, lc, 
 LoK3, T:Murder in Trinidad, J.Carroll Naish, \Und, RU:, T:Murder in Trinidad, D:L.King, PN:, St:Fox, bnw, Myst, , , 
 LIC20, TZ:Class, Jacqueline Bisset, \Und, R:roommate's mother, Tm:The Great Santini, D:Carlino, PN:Bing Crosby," St:Warners, Orion", \Tcol, Dram, H*, airplanes; town, R(PG) 
 AAl10, T:Sweet Liberty, Lois Chiles, \Und, R:actor's suspicious wife, T:Sweet Liberty, D:Alda, P:M.Bergman, St:Universal, col, Romt, H," town, VA"
 ByH20, TZ:From the Earth to the Moon, Debra Paget, \Und, RU:, Tm:From the Earth to the Moon, D:Haskins, PN:, SU:, prc, CTxx, aw, lc, 
 HgS10, T:The Time Machine, Jack Kruschen, \Und, RU:, T:The Time Machine, D:Schallerup, PN:James Simmons," St:Sunn Classics, NBC", TV, ScFi, aw, lc, B(H.G. Welles) W(Wallace Bennett) 
 JCh10, T:Police Story, Jackie Chan, \Agt, RU:, T:Police Story, D:J.Chan, PN:, SU:, col," Comd,Actn", aw, HongKong, 
 DoW50, T:Santa Claus and the 10th Avenue Kid, s a, \Und," R:half-way house lady, intercedes", T:Santa Claus and the 10th Avenue Kid, D:D.Weis, P:Hitchcock," St:Shamley, CBS"," bnw,TV", Susp, , , TV(18Dec1955) Le(30m) B(Margaret Cousins) Seen(27Dec1990) VT(N:HP2) 
 TaH6, T:Against All Odds, Swoosie Kurtz, \Und," RZ:friend ""Edie""", T:Against All Odds, D:Hackford, PN:Jerry Brick, St:Columbia, \Mcol, Actn, aw," Yucatan, Mexica; LA, CA", R(R) W(Eric Hughes) 
 RMY15, TZ:One Trick Pony, Allen Goorwitz, \Und," R:radio producer ""Cal""", Tm:One Trick Pony, D:R.M.Young, PN:Michael Tannen, SU:, prc, Muscl, RE***?, lc, R(R) M(Paul Simon) 
 GaM10, T:Dreamchild, Caris Corfman, \Und," RN:""Sally Mackenson""", T:Dreamchild, D:G.Millar, PN:, SU:, , Fant, ," NYC, NY; T(1932,1862)", W(D.Potter) 
 JKf10, T:Bad Manners, Caroleen Feeney, \Und, RU:, T:Bad Manners, D:Kaufer, PU:, SU:, prc," Comd, Noir", ," Cambridge, MA", 
 FOp10, T:Steam: The Turkish Bath, Alessandro Gasman, \Und, R:inherits bathhouse, T:Steam: The Turkish Bath, D:Opetek, PU:, SU:, prc, Comd, ," bathhouse, Italy"," Lang(\Tu, \It)"
 DMi45, TZ:Executive Action, Gilbert Green, \Und, RU:, Tm:Executive Action, D:D.Miller, PN:Edward Orloff, St:EA Enterprises, col, BioP, H*, lc, W(Trumbo) R(PG) 
 MCi1, TZ:Thunderbolt and Lightfoot, Luanne Roberts, \Und, R:seducing housewife, T:Thunderbolt and Lightfoot, D:Cimino, PN:Robert Daley," St:U.A.,Malpaso", \DeLuxe, Actn, H*, , R(R) 
 ISt9, TZ:The Sin of Harold Diddlebock, Harold Lloyd, \Und, RU:, Tm:The Sin of Harold Diddlebock, D:P.Sturges, P:H.Hughes, prc, CTxx, aw, W(P.Sturges), lc, Er(D P.Sturges)
 C76, T:Mammy, Lois Moran, \Und, RU:, T:Mammy, D:Curtiz, PN:, SU:, bnw, Ctxx, aw, lc, 
 GSc8, T:Barefoot in Athens, Peter Ustinov, \Und, RU:, T:Barefoot in Athens, D:Schaefer, PU:, SU:, prc, Dram, aw, , 
 FWx15, T:Courage of Lassie, s a, \Ani," R:Dog ""Lassie""", T:Courage of Lassie, D:F.M.Wilcox, PN:, St:MGM, bnw, , , , Ser(Lassie; 3) 
 BrW16, TZ:The Pied Piper of Hamelin, Kay Starr, \Und, RU:, T:The Pied Piper of Hamelin, D:Windust, PN:, St:CBS, prc, Fant, aw, lc, B(Brothers Grimm) 
 HHa20," T:Brigham Young, Frontiersman", Ann Todd, \Und," RN:""Mary Kent"""," T:Brigham Young, Frontiersman", D:Hathaway, PN:Kenneth MacGowan, St:Fox, bnw, BioP, H*, , B(Louis Bromfield) W(Lamar Trotti) Cost(2.7M) C(Arthur Miller) Seen(22Nov1989) 
 H61, T:The Wrong Man, Alfred Hitchcock, \Voi, R:introduction, T:The Wrong Man, D:Hitchcock, P:Hitchcock, St:Warners, bnw," Susp,Docu", , USA," C(Burks) W(John Michael Hayes, Angus McPhail) B(Charles Bennett, D.R. WyndhamLewis) "
 WHl32, T:Geronimo: An American Legend, Matt Damon, \Voi," R:2nd lieutenant, narrator ""Britton Davis""", T:Geronimo: An American Legend, D:W.Hill, PN:, SU:, col," West, BioP", , ," csd, AZ; T(1885) W(John Milius) R(PG13) "
 FFe10, T:The Hindu, Nino Marcel, \Und," R:young elephant trainer ""Gunga Ram""", T:The Hindu, D:Ferrin, P:Ferrin, St:U.A., col, Dram, aw, India, 
 RdR48, T:Folies Bergere, Eric Blore, \Und, RU:, T:Folies Bergere, D:delRuth," P:William Goetz, R.Griffith", St:20th Cent., bnw, Musc, H***," nightclub, Paris, France "
 GRH4, T:Hawaii, Gene Hackman, \Und, RU:, T:Hawaii, D:G.R.Hill, PN:Walter Mirisch, St:U.A., \DeLuxe, Dram, H*, HA," W(Daniel Taradash, Trumbo) B(Michener) C(Russell Harlan; AAN) "
 EBz30, T:At the Circus, Fritz Feld, \Und, R:clown, T:At the Circus, D:Buzzell, P:M.LeRoy, St:MGM, bnw, Comd, H**, lc, Alt(T:The Marx Brothers at the Circus)
 IS8, T:The Day of the Locust, Lelia Goldoni, \Und, RU:, T:The Day of the Locust, D:Schlesinger," P:J.Hellman, Sheldon Shrager", St:Paramount, \Tcol, Dram, (H**), lc, R(R) C(Conrad Hall; AAN) B(Nathaniel West) E(J.Clark) 
 LlH10, T:Just Another Girl on the I.R.T., Cee Asia, \Und, R:rapper, T:Just Another Girl on the I.R.T., D:L.Harris, PN:, SU:, prc, Dram, aw, lc, 
 ToS5, T:Top Gun, Anthony Edwards, \Und," RN:""Goose""", T:Top Gun, D:T.Scott," P:Jerry~Bruckheimer, Don~Simpson", St:Paramount, col, Actn, ," mil.inst., USA", C(Jeff.Kimball) 
 WA10, T:A Midsummernights Sex Comedy, Julie Hagerty, \Und, R:innocent sexpot nurse, T:A Midsummernights Sex Comedy, D:Woody~Allen, P:Rollins, St:Orion," \Pan, \Tcol", Comd, ," csd, NY", W(Woody~Allen) R(PG) VT() Seen(22Dec1989) M(Mendelsohn) 
 ChC30, T:A Fish Named Wanda, s a, \Und," R:George, betrayed thief", T:A Fish Named Wanda, D:Ch.Crichton, PN:Michael Shamberg, St:MGM Twickenham, col, Comd," F14,"," London, England", W(John Cleese) Seen(14Aug1988) Er(A Fish Called Wanda) R(R) 
 RcB8, T:The Blackboard Jungle, Allison Hayes, \Und, RU:, T:The Blackboard Jungle, D:R.Brooks, PN:, SU:, prc, Dram, ," school, US", M(Bill Haley and his Comets) W(R.Brooks; AAN) B(Evan Hunter) 
 KuN14, T:The Fly, Kathleen Freeman, \Und, RU:, T:The Fly, D:K.Neumann, P:K.Neumann, St:Fox, \Ecol \CS, Horr, H," laboratory, USA", B(George Langelaan) W(James Clavell) 
 LeS110, T:Fort Algiers, Anthony Caruso, \Und, RU:, T:Fort Algiers, D:Selander, PN:, St:U.A., bnw, West, , , 
 MdO60, T:Acto da Primavera, s a, \Und, R:village actor, T:Acto da Primavera, D:deOliveira, PN:deOliveira, SU:, prc, Docu, aw," Curalha, village, Portugal", W(deOliveiro) 
 JqS10, T:Joy et Joan, Pierre Londiche, \Und, RU:, T:Joy et Joan, D:Saurel, PN:, SU:, prc, Porn, aw, lc, 
 GKe3, T:Invitation to the Dance, Gene Kelly, \Und, R:dancer, T:Invitation to the Dance, D:Gene~Kelly, PN:, SU:, 
 KCo15, T:The Land that Time Forgot, Anthony Ainley, \Und, RU:, T:The Land that Time Forgot, D:Connor, PN:John Dark, St:Amicus, \Tcol, Fant, H*," island; T(3000BC, 1916)", R(PG) M(Douglas Gramley) V(Maurice Carter; dinosaurs) Ser(Time Forgot; 1) 
 ArH225, TZ:The Lonely Guy, Robyn Douglas, \Und, RU:, Tm:The Lonely Guy, D:Hiller, P:Hiller, SU:, prc, Ctxx, aw, lc, R(R) 
 JdL10, T:Jealousy, Henry Daniell, \Und, RU:, T:Jealousy, D:deLimur, PN:, SU:, bnw, Dram, H, , B(Louis Verneuil) 
 SGu10, T:T:Judas Kiss, Alan Rickman, \Und, RU:, T:T:Judas Kiss, D:Gutierrez, PU:, SU:, prc," Comd, Romt, Susp", , , Cost(2M)
 MRv6, T:Witchfinder General, Hilary Dwyer, \Vic, RU:, T:Witchfinder General, D:Reeves, PN:Arnold Miller," St:Tigon, Houshin", \Ecol, Horr, aw," csd, England; T(1945)", Alt(T:The Conqueror Worm; USA)
 FPy10, T:Diary of a Mad Housewife, Peter Boyle, \Und, R:in therapy, Tm:Diary of a Mad Housewife, D:F.Perry, P:F.Perry, St:Universal, \Tcol, Comd, (H**), lc, R(R) 
 LyD10, T:Dream Machine, Fenton Terry, \Und, RU:, T:Dream Machine, D:Dayton, P:Dayton, SU:, col, Actn, aw, lc, 
 SRu10, T:The Inheritors, sa s a, \Und, R:heir of mUrdered landowner, T:The Inheritors, D:Ruzowitzky, PU:, SU:, prc, Dram, , Austria, Lan(\Ge)
 MaB10, T:Blood and Black Lace, Thomas Reiner, \Und, R:masked murderer, T:Blood and Black Lace, D:Bava, PN:Lou Moss, St:Woolner, prc, Susp, aw, lc, 
 SE20, TZ:Alexander Nevsky, Olga Ivasheva, \Und," RZ:Russian maiden ""Olga""", T:Alexander Nevsky, D:Eisenstein, PN:, St:Mosfilm, bnw, BioP, H****, Leningrad, Seen19(M) 20Jan90 M(Sergei Prokofiev) C(Eduard Tisse). Lang(\Ru) 
 BrP15, T:Duet, Gwyneth Paltrow, \Und, RU:, T:Duet, D:Paltrow, PU:, SU:, prc, Comd, , lc, 
 HHa15, T:Go West Young Man, Elizabeth Patterson, \Und, RU:, T:Go West Young Man, D:Hathaway, PN:Emanuel R. Cohen, St:Paramount, bnw, Romt, H, lc, 
 WTh23, T:Madonna's Secret, Francis Lederer, \Und, RU:, T:Madonna's Secret, D:Thiele, PU:, SU:, prc, Horr, classic, lc, 
 MRy7, T:The Cowboys, Bruce Dern, \Und, RU:, T:The Cowboys, D:Rydell, PN:, SU:, prc, West, lc, 
 HK66, T:In Old Chicago, Paul Hurst, \Und," R:friend ""Mitch""", T:In Old Chicago, D:H.King, P:MacGowan, St:Fox, bnw, Dram," H***, AAN", , B(Niven~Busch; AAN) M(Louis Silver; AAN) Seen(1988) 
 ScW10, T:'Til There Was You, Patrick Malahide, \Und," RZ:Nick's nice, bummy father", T:'Til There Was You, D:Winant," PN:Tom Rosenberg, Alan Parke:", S:Paramount, col, Romt, ," New York, NY; L.A. T(1961)", R(R)
 RWF27, T:The Marriage of Maria Braun, Gottfried John, \Und, RU:, T:The Marriage of Maria Braun, D:Fassbinder, PN:Michael Fengler," St:FDA, Tango", \Fcol," Dram,Romt", H*," Berlin, Germany; T(1945)", C(Ballhaus) 
 Z9270, T:The Rating Game, Tom Selleck, \Cam=, RU:, T:The Rating Game, D:UnYear92, PU:, SU:, prc, Ctxx, , lc, Er(19xx)
 EMt10, T:Cauchemares, Beverly Murray, \Und, RU:, T:Cauchemares, D:Matalon," PN:Matalon, Nicole Mathieu Boisvert"," St:21st Century, SL:Canada", \Ecol, Horr, aw, Canada, R(R) Alt(T:Cathy's Curse; USA)
 JlC11, T:Barton Fink, Tony Shalhoub, \Und, RU:, T:Barton Fink, D:J.Coen, , P:E.Coen, SU:, col, Dram," AA, AA dir,GP, GP dir"," hotel, Hollywood; T(1941)"," W(J.Coen, E.Coen) V(Dennis Gassner, Nancy Haigh; AAN) C(Roger Deakins)"
 LgC30, T:La Boheme, Jose Carreras, \Voi," RN:""Rudolf""", T:La Boheme, D:Comencini, PN:, SU:, col," Dram, Musc", aw," Paris, France; T(1810)", B(Henri Murger) M(Puccini) 
 DBy2, T:Julius Ceasar, Charlton Heston, \Und, RU:, ," Nt(early role, amateur prod.)", T:Julius Ceasar, D:Bradley, PN:, SU:, bnw, Dram, -H, lc, 
 DCr14, T:The Brood, s a, \Und," R:psychiatrist, admired ""Raglan""", T:The Brood, D:Cronenberg, PN:, St:Orion, prc, Horr, aw," Toronto, ON", 
 CC43, T:The Tramp, Lloyd Bacon, \Und, RZ:boyfriend, T:The Tramp, D:Chaplin, P:, St:Mutual, bws, Dram, H*, , Le(20min) 
 LiA30, T:O Lucky Man, Helen Mirren, \Und, RU:, T:O Lucky Man, D:L.Anderson, PN:Michael Medwin, St:Warners, \Ecol, Dram, H**, England," B(""Candide"") R(R) C(Ondricek) Le(3H) "
 WKH45, T:Mary Burns Fugitive, Esther Dale, \Und, RU:, T:Mary Burns Fugitive, D:W.K.Howard, P:Wanger, St:Paramount, bnw, Dram, aw, lc, 
 WA12, T:Broadway Danny Rose, Nick Apollo Forte, \Und, R:crook, T:Broadway Danny Rose, D:Woody~Allen, P:Greenhut, St:Orion, \DeLuxe, Romt," H*, AAN dir"," NYC, NY"," W(Woody~Allen, BFA AAN) R(PG) Seen(1985) "
 ToL1, TZ:Born Losers, Jane Russell, \Und, RU:, Tm:Born Losers, D:T.Laughlin, PN:Delores Taylor, St:AIP, col, Dram, H, lc, R(PG) Nt(first Billy Jack film) 
 GBS92, T:The Last of the Mohicans, s a, \Und," R:young Indian, dies defending sister", T:The Last of the Mohicans, D:Seitz, PN:Edward Small, St:Reliance, bnw," Dram,West", H," csd, NY; T(1757)", M(Roy Webb) B(James Fenimore Cooper) Seen(4Dec1992) 
 HSB18," T:Apfelb\""aume", Udo Kroschwald, \Und, RU:," T:Apfelb\""aume", D:SandersBrahms, PN:, St:Alert, col, Romtx, aw," East Germany, 1991", D:Er(19xx) W(SandersBrahms) 
 RZe14, T:Back to the Future Part III, Mary Steenburgen, \Lov, R:schoolmarm, T:Back to the Future Part III, D:Zemeckis, PN:Bob Gale, St:Universal, \Tcol," ScFi,West; T(1955,1885)", , West," W(Zemeckis, Bob Gale) "
 VM33, T:A Matter of Time, Charles Boyer, \Und, RU:, T:A Matter of Time, D:Minnelli," PN:Jack H. Skirball, Grainger", St:AIP, \Tcol, Porn, H, , R(PG) 
 JSz10, TZ:Enigma, Sam Neill, \Und, RU:, Tm:Enigma, D:Szwarc, PN:Peter Shaw, St:Embassy, col, Advt, H, lc, R(PG) 
 MiC25, T:Runaway, AnneMarie Martin, \Bit, RU:, T:Runaway, D:M.Crichton, PN:, SU:, prc, Dram, , , 
 WGi15, TZ:The Manitou, Burgess Meredith, \Und, RU:, Tm:The Manitou, D:Girdler, PN:Melvin Simon, SU:, \CFcol, Horr, H, lc, R(PG) 
 BE34, T:Victor/Victoria, George Silver, \Und, R:fat man eating an eclair, T:Victor/Victoria, D:B.Edwards," P:B.Edwards, Tony Adams"," St:Pinewood, SD:MGM", \Tcol, Musc," F24,H*"," Paris, France; Chicago, IL; T(1934)", Seen(3Oct1989) R(PG) M(Henry~Mancini; AA) W(B.Edwards; AAN) V(Roger Maus; AAN) VT() 
 SnT26, T:Rumble in the Bronx, Jackie Chan, \Und, RU:, T:Rumble in the Bronx, D:Tong, PU:, SU:, col, Actn, aw, , 
 LFl50, T:Fantomas, s a, \Und," R:master criminal ""Fantomas""", T:Fantomas, D:Feuillade, PN:, St:Gaumont, prc, Crim, aw, lc, Nt(multiple episodes) 
 RoA26, T:The Flight of the Phoenix, George Kennedy, \Und, RU:, T:The Flight of the Phoenix, D:Aldrich, P:Aldrich, St:Fox, \DeLuxe, Advt, H*," desert, Libya", Seen(1966) 
 FLl85, T:Maid of Salem, Agnes Ayres, \Bit, R:local, T:Maid of Salem, D:F.Lloyd, PN:Howard Estabrook, St:Paramount, bnw," Dram,BioP", ," Salem, MA; T(1692)"," M(Victor Young) VT(N:HT4,HP7) "
 BiK10, T:Ma Barker's Killer Brood, Don Grady, \Und, R:son, T:Ma Barker's Killer Brood, D:Karn, PN:William J. Farris, St:Filmservice, bnw, Actn, aw, OK; FL, 
 JDe1, T:Caged Heat, Desiree Costeau, \Und, RZ:inmate, T:Caged Heat, D:J.Demme, PN:Evelyn Purcell, St:New World, \DeLuxe, Actn, ," prison, USA", W(J.Demme) C(Tak Fujimoto) R(R) 
 ChV46, T:A Farewell to Arms, Victor Francen, \Und, RU:, T:A Farewell to Arms, D:Ch.Vidor, P:Selznick, St:Fox," \DeLuxe, \CS", Romt, H, Italy; T(1918), B(Heningway) W(Ben Hecht) V(Hans~Dreier; AAN) Note(last Selznick) 
 JR81, T:The Diary of a Chambermaid, Almira Sessions, \Und, RU:, T:The Diary of a Chambermaid, D:J.Renoir," PN:Bogeaus, Burgess Meredith", SL:\Fr, bnw, Comd, H*, , B(Octave Mirbeau) W(Burgess Meredith)
 DZu12, T:The Naked Gun 2 1/2: The Smell of Fear, Phil Donahue, \Cam," R:master of ceromies, displaced ""Phil Donahue""", T:The Naked Gun 2 1/2: The Smell of Fear, D:D.Zucker, PN:Bob Weiss," St:ZAZ,Paramount", \Tcol," Comd,Actn", aw," Washington, DC"," W(D.Zucker, Proft) "
 RcB18, TZ:In Cold Blood, John Forsythe, \Und, RU:, T:In Cold Blood, D:R.Brooks, P:R.Brooks, SU:, prc, Dram, ," csd, KS", R(R) W(R.Brooks; AAN) B(Truman Capote) 
 VSj6, T:The Scarlet Letter, Karl Dane, \Und, RU:, T:The Scarlet Letter, D:Seastrom, PN:, St:MGM, bws, Dram, aw, New England; T(1700), W(Francis Marion) B(Hawthorne) 
